input,label,initial_nl,numbering_system,command_type,complexity,tooth_numbers,tooth_count,command_count,has_surface,has_numerical_value,category,model_name,generation_method,refinement_model,refinement_applied,number_validation
"Tooth 4 has buccal mesial, middle, distal bleeding 1 each and the same on lingual; jump to tooth 8 with identical bleeding plus buccal and lingual suppuration 1 at mesial, middle, distal; tooth 9 mirrors that pattern and is permanent; then tooth 10 shows buccal and lingual suppuration 1 each; tooth 11 is impacted; tooth 12 and 13 each have buccal and lingual suppuration 1 at all three sites; tooth 14 is permanent; tooth 15 displays buccal and lingual bleeding 1 each; tooth 16 bleeding 1 each and is permanent; tooth 17 has buccal and lingual suppuration 1 each and is impacted; tooth 18 bleeding 1 each; tooth 19 permanent; tooth 20 bleeding and suppuration 1 each on buccal and lingual; tooth 21 bleeding 1 each and is impacted; tooth 22 bleeding 1 each; tooth 24 bleeding and suppuration 1 each on buccal and lingual and is impacted; tooth 25 bleeding 1 each; tooth 26 bleeding 1 each. Mobility: teeth 5,7,26 at grade 3; teeth 16,19,21 at grade 2; tooth 22 at grade 1. Furcation: teeth 4 and 5 at grade 1, tooth 7 at grade 2, tooth 8 at 0, tooth 11 at 2, teeth 14,20,22,23,25 at grade 3, tooth 15 at 0, and tooth 26 at grade 2.","number 4, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 4, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 8, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 8, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 8, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 8, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 9, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 9, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 9, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 9, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 9, permanent; number 10, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 10, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 11, impacted; number 12, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 12, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 13, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 13, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 14, permanent; number 15, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 15, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 16, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 16, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 16, permanent; number 17, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 17, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 17, impacted; number 18, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 18, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 19, permanent; number 20, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 20, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 20, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 20, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 21, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 21, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 21, impacted; number 22, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 22, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 24, buccal, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 24, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 24, impacted; number 25, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 25, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 26, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 26, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 5, mobility, 3; number 7, mobility, 3; number 16, mobility, 2; number 19, mobility, 2; number 21, mobility, 2; number 22, mobility, 1; number 26, mobility, 3; number 4, furcation, 1; number 5, furcation, 1; number 7, furcation, 2; number 8, furcation, 0; number 11, furcation, 2; number 14, furcation, 3; number 15, furcation, 0; number 20, furcation, 3; number 22, furcation, 3; number 23, furcation, 1; number 25, furcation, 1; number 26, furcation, 2","number 4 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 4 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 8 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 8 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 8 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 8 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 9 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 9 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 9 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 9 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 9 permanent, number 10 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 10 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 11 impacted, number 12 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 12 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 13 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 13 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 14 permanent, number 15 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 15 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 16 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 16 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 16 permanent, number 17 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 17 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 17 impacted, number 18 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 18 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 19 permanent, number 20 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 20 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 20 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 20 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 21 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 21 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 21 impacted, number 22 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 22 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 24 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 24 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 24 buccal mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 24 lingual mesial suppuration 1 middle suppuration 1 distal suppuration 1, number 24 impacted, number 25 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 25 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 26 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 26 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 5 mobility 3, number 7 mobility 3, number 16 mobility 2, number 19 mobility 2, number 21 mobility 2, number 22 mobility 1, number 26 mobility 3, number 4 furcation 1, number 5 furcation 1, number 7 furcation 2, number 8 furcation 0, number 11 furcation 2, number 14 furcation 3, number 15 furcation 0, number 20 furcation 3, number 22 furcation 3, number 23 furcation 1, number 25 furcation 1, number 26 furcation 2",UNS,multiple,high,"4, 4, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 11, 12, 12, 13, 13, 14, 15, 15, 16, 16, 16, 17, 17, 17, 18, 18, 19, 20, 20, 20, 20, 21, 21, 21, 22, 22, 24, 24, 24, 24, 24, 25, 25, 26, 26, 5, 7, 16, 19, 21, 22, 26, 4, 5, 7, 8, 11, 14, 15, 20, 22, 23, 25, 26",22,67,true,true,inflammation,llama-3.3-70b-versatile,openrouter_llm,openai/gpt-oss-120b,true,simple_check
"Starting with tooth 41, buccal probing depths are 5, 4, and 5","number 41, buccal, probing, 5 4 5; number 42, probing, 3 3 3; number 43, pocket depth, 3 3 3; number 44, pocket depth, 3 3 3; number 45, buccal, pocket depth, 3 3 3; number 46, probing, 3 3 3; number 47, pocket depth, 3 2 3; number 48, lingual, pocket depth, 2 2 2; number 49, pocket depth, 3 3 3; number 50, pocket depth, 3 3 3; number 51, probing, 3 3 3; number 52, buccal, probing, 3 3 3","number 41 buccal probing 5 4 5, number 42 probing 3 3 3, number 43 pocket depth 3 3 3, number 44 pocket depth 3 3 3, number 45 buccal pocket depth 3 3 3, number 46 probing 3 3 3, number 47 pocket depth 3 2 3, number 48 lingual pocket depth 2 2 2, number 49 pocket depth 3 3 3, number 50 pocket depth 3 3 3, number 51 probing 3 3 3, number 52 buccal probing 3 3 3",FDI,multiple,high,"41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52",12,12,true,true,probing,groq/compound-mini,openrouter_llm,qwen/qwen3-32b,true,simple_check
"Tooth 14 buccal 3 3 3, tooth 15 3 3 3, tooth 16 lingual 3 3 3, tooth 17 buccal pocket depth 3 3 3, tooth 18 pocket depth 4 4 4, tooth 19 pocket depth 3 3 3, tooth 20 pocket depth 3 3 3, tooth 21 lingual 3 3 3, tooth 22 lingual pocket depth 3 3 3, tooth 23 pocket depth 3 3 3, tooth 24 pocket depth 5 5 4, tooth 25 pocket depth 5 4 4, tooth 26 buccal pocket depth 3 3 3, tooth 27 2 3 3, tooth 28 3 3 3, tooth 29 buccal 5 4 4, tooth 30 3 3 3, tooth 31 3 3 3, then repeat 16, 18, 21, 22, 27, 30, and bleeding: tooth 15 buccal mesial 1, middle 1, distal 1; tooth 15 lingual mesial 1, middle 1, distal 1; tooth 16 buccal mesial 1, middle 1, distal 1; tooth 16 lingual mesial 1, middle 1, distal 1; tooth 26 buccal mesial 1, middle 1, distal 1; tooth 26 lingual mesial 1, middle 1, distal 1","number 14, buccal, probing, 3 3 3; number 15, probing, 3 3 3; number 16, lingual, pocket depth, 3 3 3; number 17, buccal, pocket depth, 3 3 3; number 18, pocket depth, 4 4 4; number 19, pocket depth, 3 3 3; number 20, pocket depth, 3 3 3; number 21, lingual, probing, 3 3 3; number 22, lingual, pocket depth, 3 3 3; number 23, pocket depth, 3 3 3; number 24, pocket depth, 5 5 4; number 25, pocket depth, 5 4 4; number 26, buccal, pocket depth, 3 3 3; number 27, probing, 2 3 3; number 28, probing, 3 3 3; number 29, buccal, probing, 5 4 4; number 30, probing, 3 3 3; number 31, probing, 3 3 3; repeat 16; repeat 18; repeat 21; repeat 22; repeat 27; repeat 30; number 15, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 15, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 16, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 16, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 26, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 26, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1","number 14 buccal probing 3 3 3, number 15 probing 3 3 3, number 16 lingual probing 3 3 3, number 17 buccal pocket depth 3 3 3, number 18 pocket depth 4 4 4, number 19 pocket depth 3 3 3, number 20 pocket depth 3 3 3, number 21 lingual probing 3 3 3, number 22 lingual pocket depth 3 3 3, number 23 pocket depth 3 3 3, number 24 pocket depth 5 5 4, number 25 pocket depth 5 4 4, number 26 buccal pocket depth 3 3 3, number 27 probing 2 3 3, number 28 probing 3 3 3, number 29 buccal probing 5 4 4, number 30 probing 3 3 3, number 31 probing 3 3 3, repeat 16, repeat 18, repeat 21, repeat 22, repeat 27, repeat 30, number 15 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 15 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 16 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 16 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 26 buccal mesial bleeding 1 middle bleeding 1 distal bleeding 1, number 26 lingual mesial bleeding 1 middle bleeding 1 distal bleeding 1",UNS,multiple,high,"14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 15, 15, 16, 16, 26, 26",18,30,true,true,probing,groq/compound-mini,openrouter_llm,groq/compound-mini,true,simple_check
"Tooth 1 3 4 4, tooth 2 3 4 4, tooth 3 pocket depth 3 4 4, tooth 4 pocket depth 3 4 4, tooth 5 3 4 4, tooth 6 3 4 4, tooth 7 pocket depth 3 4 4, tooth 8 pocket depth 3 4 4, tooth 9 pocket depth 3 4 4, tooth 10 3 4 4, tooth 11 3 4 4, tooth 12 3 4 4, tooth 13 pocket depth 3 4 4, tooth 14 pocket depth 4 6 6, tooth 15 3 4 4, tooth 16 pocket depth 3 4 4, tooth 17 3 4 4, tooth 18 3 4 4, tooth 19 3 4 4, tooth 20 3 4 4, tooth 21 3 4 4, tooth 22 pocket depth 3 4 4, tooth 23 pocket depth 3 4 4, tooth 24 3 4 4, tooth 25 3 4 4, tooth 26 3 4 4, tooth 27 pocket depth 3 4 4, tooth 28 3 4 4, tooth 29 6 5 7, tooth 30 3 4 4, tooth 31 3 4 4, tooth 32 4 7 5, then all values recorded.","number 1, probing, 3 4 4; number 2, probing, 3 4 4; number 3, pocket depth, 3 4 4; number 4, pocket depth, 3 4 4; number 5, probing, 3 4 4; number 6, probing, 3 4 4; number 7, pocket depth, 3 4 4; number 8, pocket depth, 3 4 4; number 9, pocket depth, 3 4 4; number 10, probing, 3 4 4; number 11, probing, 3 4 4; number 12, probing, 3 4 4; number 13, pocket depth, 3 4 4; number 14, pocket depth, 4 6 6; number 15, probing, 3 4 4; number 16, pocket depth, 3 4 4; number 17, probing, 3 4 4; number 18, probing, 3 4 4; number 19, probing, 3 4 4; number 20, probing, 3 4 4; number 21, probing, 3 4 4; number 22, pocket depth, 3 4 4; number 23, pocket depth, 3 4 4; number 24, probing, 3 4 4; number 25, probing, 3 4 4; number 26, probing, 3 4 4; number 27, pocket depth, 3 4 4; number 28, probing, 3 4 4; number 29, probing, 6 5 7; number 30, probing, 3 4 4; number 31, probing, 3 4 4; number 32, probing, 4 7 5","number 1 probing 3 4 4, number 2 probing 3 4 4, number 3 pocket depth 3 4 4, number 4 pocket depth 3 4 4, number 5 probing 3 4 4, number 6 probing 3 4 4, number 7 pocket depth 3 4 4, number 8 pocket depth 3 4 4, number 9 pocket depth 3 4 4, number 10 probing 3 4 4, number 11 probing 3 4 4, number 12 probing 3 4 4, number 13 pocket depth 3 4 4, number 14 pocket depth 4 6 6, number 15 probing 3 4 4, number 16 pocket depth 3 4 4, number 17 probing 3 4 4, number 18 probing 3 4 4, number 19 probing 3 4 4, number 20 probing 3 4 4, number 21 probing 3 4 4, number 22 pocket depth 3 4 4, number 23 pocket depth 3 4 4, number 24 probing 3 4 4, number 25 probing 3 4 4, number 26 probing 3 4 4, number 27 pocket depth 3 4 4, number 28 probing 3 4 4, number 29 probing 6 5 7, number 30 probing 3 4 4, number 31 probing 3 4 4, number 32 probing 4 7 5",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,32,false,true,probing,groq/compound-mini,openrouter_llm,groq/compound-mini,true,simple_check
"Starting with tooth 31, pocket depths 2, 3, 3; then tooth 32, 3, 3, 3; tooth 33 shows 3, 2, 3; tooth 34 buccal 3, 3, 3; tooth 35, 3, 3, 3; tooth 36, 4, 5, 4; tooth 37, 3, 2, 2; tooth 38, 3, 3, 3; tooth 39, 3, 3, 3; tooth 40, 3, 3, 3; tooth 41, 3, 2, 2; tooth 42, 3, 3, 3; tooth 43 buccal 2, 2, 2; tooth 44, 3, 3, 3; tooth 45 buccal 3, 3, 3; tooth 46, 5, 4, 4; tooth 47, 3, 3, 3; tooth 48 buccal 4, 4, 4; tooth 49, 3, 3, 3; tooth 50, 2, 3, 3; and finally tooth 51, 4, 4, 5.","number 31, pocket depth, 2 3 3; number 32, pocket depth, 3 3 3; number 33, probing, 3 2 3; number 34, buccal, probing, 3 3 3; number 35, pocket depth, 3 3 3; number 36, pocket depth, 4 5 4; number 37, probing, 3 2 2; number 38, probing, 3 3 3; number 39, pocket depth, 3 3 3; number 40, pocket depth, 3 3 3; number 41, pocket depth, 3 2 2; number 42, probing, 3 3 3; number 43, buccal, probing, 2 2 2; number 44, probing, 3 3 3; number 45, buccal, probing, 3 3 3; number 46, pocket depth, 5 4 4; number 47, pocket depth, 3 3 3; number 48, buccal, probing, 4 4 4; number 49, pocket depth, 3 3 3; number 50, probing, 2 3 3; number 51, probing, 4 4 5","number 31 pocket depth 2 3 3, number 32 pocket depth 3 3 3, number 33 probing 3 2 3, number 34 buccal probing 3 3 3, number 35 pocket depth 3 3 3, number 36 pocket depth 4 5 4, number 37 probing 3 2 2, number 38 probing 3 3 3, number 39 pocket depth 3 3 3, number 40 pocket depth 3 3 3, number 41 pocket depth 3 2 2, number 42 probing 3 3 3, number 43 buccal probing 2 2 2, number 44 probing 3 3 3, number 45 buccal probing 3 3 3, number 46 pocket depth 5 4 4, number 47 pocket depth 3 3 3, number 48 buccal probing 4 4 4, number 49 pocket depth 3 3 3, number 50 probing 2 3 3, number 51 probing 4 4 5",FDI,multiple,high,"31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51",21,21,true,true,probing,groq/compound,openrouter_llm,openai/gpt-oss-120b,true,simple_check
"Tooth 31 probing 3, 3, 3; then tooth 32 lingual 3, 3, 3; tooth 33, 3, 3, 3; tooth 34, 3, 3, 3; tooth 35 pocket depths 3, 3, 3; tooth 36 probing 3, 3, 3; tooth 37 pocket depths 3, 3, 3; tooth 38 pocket depths 3, 3, 3; tooth 39 pocket depths 4, 4, 5; tooth 40 pocket depths 4, 5, 5; tooth 41 probing 3, 3, 3; tooth 42 pocket depths 3, 3, 3; tooth 43 probing 3, 3, 3; tooth 44 pocket depths 4, 4, 4; tooth 45 probing 3, 3, 3; tooth 46 probing 2, 2, 2; tooth 47 buccal probing 3, 3, 3; tooth 48 probing 4, 5, 5; tooth 49 buccal pocket depths 3, 3, 3; tooth 50 buccal pocket depths 3, 3, 3; tooth 51 lingual pocket depths 3, 3, 3; tooth 52 pocket depths 3, 3, 3; and tooth 53 pocket depths 4, 4, 5.","number 31, probing, 3 3 3; number 32, lingual, probing, 3 3 3; number 33, probing, 3 3 3; number 34, probing, 3 3 3; number 35, pocket depth, 3 3 3; number 36, probing, 3 3 3; number 37, pocket depth, 3 3 3; number 38, pocket depth, 3 3 3; number 39, pocket depth, 4 4 5; number 40, pocket depth, 4 5 5; number 41, probing, 3 3 3; number 42, pocket depth, 3 3 3; number 43, probing, 3 3 3; number 44, pocket depth, 4 4 4; number 45, probing, 3 3 3; number 46, probing, 2 2 2; number 47, buccal, probing, 3 3 3; number 48, probing, 4 5 5; number 49, buccal, pocket depth, 3 3 3; number 50, buccal, pocket depth, 3 3 3; number 51, lingual, pocket depth, 3 3 3; number 52, pocket depth, 3 3 3; number 53, pocket depth, 4 4 5","number 31 probing 3 3 3, number 32 lingual probing 3 3 3, number 33 probing 3 3 3, number 34 probing 3 3 3, number 35 pocket depth 3 3 3, number 36 probing 3 3 3, number 37 pocket depth 3 3 3, number 38 pocket depth 3 3 3, number 39 pocket depth 4 4 5, number 40 pocket depth 4 5 5, number 41 probing 3 3 3, number 42 pocket depth 3 3 3, number 43 probing 3 3 3, number 44 pocket depth 4 4 4, number 45 probing 3 3 3, number 46 probing 2 2 2, number 47 buccal probing 3 3 3, number 48 probing 4 5 5, number 49 buccal pocket depth 3 3 3, number 50 buccal pocket depth 3 3 3, number 51 lingual pocket depth 3 3 3, number 52 pocket depth 3 3 3, number 53 pocket depth 4 4 5",FDI,multiple,high,"31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53",23,23,true,true,probing,groq/compound,openrouter_llm,openai/gpt-oss-120b,true,simple_check
Eleven to fourteen: all threes except fourteen lingual distal slips to two. Fifteen to eighteen: steady threes. Nineteen: threes. Twenty: buccal four-four-four. Twenty-one lingual: threes. Twenty-two: threes. Twenty-three: threes then distal two. Twenty-four: threes. Twenty-five: four-four-five. Twenty-six: threes. Twenty-seven buccal: three-two-three. Twenty-eight: threes. Twenty-nine lingual: threes. Thirty: threes.,"number 11, pocket depth, 3 3 3; number 12, probing, 3 3 3; number 13, lingual, probing, 3 3 3; number 14, lingual, probing, 3 3 2; number 15, pocket depth, 3 3 3; number 16, pocket depth, 2 3 2; number 17, pocket depth, 3 3 3; number 18, pocket depth, 3 3 3; number 19, pocket depth, 3 3 3; number 20, buccal, pocket depth, 4 4 4; number 21, lingual, pocket depth, 3 3 3; number 22, probing, 3 3 3; number 23, probing, 3 3 2; number 24, pocket depth, 3 3 3; number 25, probing, 4 4 5; number 26, probing, 3 3 3; number 27, buccal, pocket depth, 3 2 3; number 28, probing, 3 3 3; number 29, lingual, pocket depth, 3 3 3; number 30, pocket depth, 3 3 3","number 11 pocket depth 3 3 3, number 12 probing 3 3 3, number 13 lingual probing 3 3 3, number 14 lingual probing 3 3 2, number 15 pocket depth 3 3 3, number 16 pocket depth 2 3 2, number 17 pocket depth 3 3 3, number 18 pocket depth 3 3 3, number 19 pocket depth 3 3 3, number 20 buccal pocket depth 4 4 4, number 21 lingual pocket depth 3 3 3, number 22 probing 3 3 3, number 23 probing 3 3 2, number 24 pocket depth 3 3 3, number 25 probing 4 4 5, number 26 probing 3 3 3, number 27 buccal pocket depth 3 2 3, number 28 probing 3 3 3, number 29 lingual pocket depth 3 3 3, number 30 pocket depth 3 3 3",UNS,multiple,high,"11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30",20,20,true,true,probing,groq/compound,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"2 and 6 pontics, 10 and 14 fixtures, 8 and 13 crowns","number 2, number 6, pontic; number 10, number 14, fixture; number 8, number 13, crown","number 2 pontic, number 6 pontic, number 10 fixture, number 14 fixture, number 8 crown, number 13 crown",UNS,multiple,high,"2, 6, 10, 14, 8, 13",6,3,false,true,restoration,groq/compound,openrouter_llm,moonshotai/kimi-k2-instruct-0905,true,simple_check
"25 through 32 lingual, all 1s on suppuration","number 25, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 26, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 27, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 28, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 29, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 30, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 31, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1; number 32, lingual, mesial, suppuration, 1, middle, suppuration, 1, distal, suppuration, 1","number 25 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 26 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 27 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 28 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 29 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 30 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 31 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1; number 32 lingual mesial suppuration 1, middle suppuration 1, distal suppuration 1",UNS,multiple,high,"25, 26, 27, 28, 29, 30, 31, 32",8,8,true,true,inflammation,openai/gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct-0905,true,simple_check
"Jump to 9, lingual pocket's 2, 2, 2; 10's probing 3, 2, 2; 11 lingual's 3, 3, 3; 12's probing 3, 3, 3; 13's probing's all 3, 3, 3; 14's the same, 3, 3, 3; 15's pocket's 3, 3, 2; 16 buccal pocket's 3, 3, 3; all except 16, 17's pocket's 3, 3, 3; 18's probing 3, 2, 2; 19's pocket's 3, 3, 3; then 20's probing 2, 2, 3","number 9, lingual, pocket depth, 2 2 2; number 10, probing, 3 2 2; number 11, lingual, pocket depth, 3 3 3; number 12, probing, 3 3 3; number 13, probing, 3 3 3; number 14, probing, 3 3 3; number 15, pocket depth, 3 3 2; number 16, buccal, pocket depth, 3 3 3; number 17, pocket depth, 3 3 3; number 18, probing, 3 2 2; number 19, pocket depth, 3 3 3; number 20, probing, 2 2 3","number 9 lingual pocket depth 2 2 2, number 10 probing 3 2 2, number 11 lingual pocket depth 3 3 3, number 12 probing 3 3 3, number 13 probing 3 3 3, number 14 probing 3 3 3, number 15 pocket depth 3 3 2, number 16 buccal pocket depth 3 3 3, number 17 pocket depth 3 3 3, number 18 probing 3 2 2, number 19 pocket depth 3 3 3, number 20 probing 2 2 3",UNS,multiple,high,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20",12,12,true,true,probing,groq/compound-mini,openrouter_llm,meta-llama/llama-4-scout-17b-16e-instruct,true,simple_check
